Date & Time, Current, Auxillary Voltage, Leakage, EVMS Temperature, EVMS Voltage, Headlights, Amp Hours, ESC 1 Battery Voltage, ESC 1 Battery Current, ESC 1 RPM, ESC 1 Odometer, ESC 1 Controller Temperature, ESC 1 Motor Temperature, ESC 1 Battery Temperature, ESC 1 Requested Output PWM, ESC 1 Real Output PWM, ESC 1 Warnings, ESC 1 Failures, ESC 1 Remaining Battery Capacity, ESC 1 Throttle Command, Power (kw)
2018/12/17 08:17:35, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.74238468233246, 1.4, 0, 36968, 28, 34, 0, 0.0, 0.0, 0, 0, 22838, 0, 0.0
2018/12/17 08:17:36, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 1.4, 0, 36968, 28, 34, 0, 0.0, 0.0, 0, 0, 22838, 0, 0.0
2018/12/17 08:17:37, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.74238468233246, 1.4, 0, 36968, 28, 34, 0, 0.0, 0.0, 0, 0, 22838, 0, 0.0
2018/12/17 08:17:38, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 1.4, 0, 36968, 28, 34, 0, 0.0, 0.0, 0, 0, 22838, 0, 0.0
2018/12/17 08:17:39, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 0.7, 0, 36968, 28, 34, 0, 0.0, 0.0, 0, 0, 22838, 0, 0.0
2018/12/17 08:17:40, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 1.4, 0, 36968, 28, 34, 0, 0.0, 0.0, 0, 0, 22838, 0, 0.0
2018/12/17 08:17:41, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.74238468233246, 0.7, 480, 37001, 28, 34, 0, 15.0, 15.0, 0, 0, 24886, 0, 0.0
2018/12/17 08:17:42, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 1.4, 320, 37069, 28, 34, 0, 0.0, 0.0, 0, 0, 26166, 0, 0.0
2018/12/17 08:17:43, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 0.7, 0, 37099, 28, 34, 0, 0.0, 0.0, 0, 0, 26166, 0, 0.0
2018/12/17 08:17:44, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 0.7, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26166, 0, 0.0
2018/12/17 08:17:45, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 1.4, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26166, 0, 0.0
2018/12/17 08:17:46, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.74238468233246, 1.4, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26166, 0, 0.0
2018/12/17 08:17:47, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 0.7, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26166, 0, 0.0
2018/12/17 08:17:48, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.74238468233246, 0.7, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26166, 0, 0.0
2018/12/17 08:17:49, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 1.4, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26166, 0, 0.0
2018/12/17 08:17:50, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 1.4, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26166, 0, 0.0
2018/12/17 08:17:51, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.81201044386422, 0.7, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26166, 0, 0.0
2018/12/17 08:17:52, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 0.7, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26166, 0, 0.0
2018/12/17 08:17:53, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 0.7, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26156, 0, 0.0
2018/12/17 08:17:54, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 0.7, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26156, 0, 0.0
2018/12/17 08:17:55, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 1.4, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26156, 0, 0.0
2018/12/17 08:17:56, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.74238468233246, 1.4, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26156, 0, 0.0
2018/12/17 08:17:57, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 0.7, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26156, 0, 0.0
2018/12/17 08:17:58, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 1.4, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26156, 0, 0.0
2018/12/17 08:17:59, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 0.7, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26156, 0, 0.0
2018/12/17 08:18:00, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 1.4, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26156, 0, 0.0
2018/12/17 08:18:01, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 1.4, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26156, 0, 0.0
2018/12/17 08:18:02, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.74238468233246, 0.7, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26156, 0, 0.0
2018/12/17 08:18:03, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 1.4, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26156, 0, 0.0
2018/12/17 08:18:04, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.74238468233246, 0.7, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26156, 0, 0.0
2018/12/17 08:18:05, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.74238468233246, 1.4, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26156, 0, 0.0
2018/12/17 08:18:06, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 1.4, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26156, 0, 0.0
2018/12/17 08:18:07, 0, 13.1, 101, -40, 0.0, 0, 100.0, 103.77719756309834, 1.4, 0, 37100, 28, 34, 0, 0.0, 0.0, 0, 0, 26156, 0, 0.0
